scenario,window_start_utc,window_end_utc,n_parents,n_replies,reply_incidence_pct,conditional_t50_seconds,conditional_t90_seconds,p_reply_le_30s_uncond_pct,p_reply_le_5m_uncond_pct,p_reply_le_1h_uncond_pct,p_reply_le_30s_cond_pct,p_reply_le_5m_cond_pct,p_reply_le_1h_cond_pct
full_window,2026-01-31T07:46:02.546988+00:00,2026-02-04T19:51:48.950069+00:00,223316,21430,9.596267172974619,4.553797,50.04957290000027,8.473642730480574,9.40998405846424,9.565817048487345,88.30144657022865,98.05879608026132,99.68268782081195
pre_gap_contiguous,2026-01-31T07:46:02.546988+00:00,2026-01-31T10:37:53.768053+00:00,2856,30,1.050420168067227,513.4786819999999,1699.7741921000002,0.0350140056022409,0.350140056022409,0.9803921568627451,3.3333333333333335,33.33333333333333,93.33333333333333
post_gap_contiguous,2026-02-02T04:20:50.311786+00:00,2026-02-04T19:51:48.950069+00:00,220460,21400,9.706976322235326,4.552628,48.65935130000008,8.582962895763403,9.527351900571531,9.677038918624694,88.42056074766356,98.14953271028037,99.69158878504672
exclude_gap_overlap_6h,2026-02-02T04:20:50.311786+00:00,2026-02-04T19:51:48.950069+00:00,220460,21400,9.706976322235326,4.552628,48.65935130000008,8.582962895763403,9.527351900571531,9.677038918624694,88.42056074766356,98.14953271028037,99.69158878504672
exclude_gap_overlap_24h,2026-02-02T04:20:50.311786+00:00,2026-02-04T19:51:48.950069+00:00,220460,21400,9.706976322235326,4.552628,48.65935130000008,8.582962895763403,9.527351900571531,9.677038918624694,88.42056074766356,98.14953271028037,99.69158878504672
